canonical_smiles,molregno,synonyms,assay_id,standard_value,standard_type,standard_units
Cc1csc2c(N[C@@H](C)CN3CCN(S(=O)(=O)c4ccc(Cl)c(Cl)c4)CC3)ncnc12,435493,,1804558,44.49,Inhibition,%
Cc1cccc(-c2[nH]c(C(C)(C)C)nc2-c2ccc3nccnc3c2)n1,435646,,1804558,-4.44,Inhibition,%
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,436277,Tozasertib,1804558,-0.85,Inhibition,%
CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,436278,,1804558,-6.37,Inhibition,%
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],674892,,1804558,-2.61,Inhibition,%
Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1.[Cl-],598494,,1804558,-5.37,Inhibition,%
OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O,437494,,1804558,3.66,Inhibition,%
Cc1ccc(S(=O)(=O)/C=C/C#N)cc1,437908,,1804558,0.23,Inhibition,%
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,438435,Abiraterone Acetate,1804558,47.15,Inhibition,%
CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5.Cl,514258,Nalfurafine HCl,1804558,-4.64,Inhibition,%
Cc1cc(=O)oc2c(C=O)c(O)ccc12,439174,,1804558,64.74,Inhibition,%
COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,439312,,1804558,66.38,Inhibition,%
C/C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,439461,,1804558,4.27,Inhibition,%
COc1ccc(CCN2CCN(CCCc3ccccc3)CC2)cc1OC.Cl.Cl,1705301,,1804558,-7.44,Inhibition,%
Nc1nccc(-c2ccc3noc(-c4ccc(Cl)cc4)c3c2)n1,440419,,1804558,-4.62,Inhibition,%
Nc1nc(OCc2ccccc2)c2nc[nH]c2n1,440654,,1804558,-19.9,Inhibition,%
Nc1nc(OCC2CCCCC2)c2nc[nH]c2n1,440694,,1804558,51.93,Inhibition,%
Cc1ccc(CCCO)c(NCc2ccc3nc(NCCCN4CCOCC4)n(Cc4nc(C)ccc4O)c3c2)c1,440999,,1804558,3.28,Inhibition,%
Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,441029,Brivanib Alaninate,1804558,-4.18,Inhibition,%
CC(C)(C)c1ccc(S(=O)(=O)/C=C/C#N)cc1,441247,,1804558,3.21,Inhibition,%
NC(=O)[C@H]1CCS[C@@H]2C[C@]3(CCCN3C(=O)Cc3ccc(NC(=O)COc4ccc(Cl)cc4Cl)cc3)C(=O)N21,441345,,1804558,0.09,Inhibition,%
CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,441579,,1804558,11.91,Inhibition,%
CCC(CC)Nc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1C,441707,,1804558,2.2,Inhibition,%
CSc1ccc(C(=O)N[C@@H]2CCCC[C@@H]2NC(=O)CNC(=O)c2cc(C(F)(F)F)ccc2NC(=O)NC(C)C)cc1,441822,,1804558,-2.64,Inhibition,%
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,441984,,1804558,-11.53,Inhibition,%
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,442013,Ursodiol,1804558,2.86,Inhibition,%
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,442077,Deoxycholic Acid,1804558,10.46,Inhibition,%
Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,442167,,1804558,2.62,Inhibition,%
NC(=O)C(c1ccccc1)(c1ccc(F)cc1)c1ccc(F)cc1,442178,Senicapoc,1804558,8.87,Inhibition,%
Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n2c3ccccc3nc12,442187,,1804558,19.13,Inhibition,%
C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,442342,,1804558,-21.08,Inhibition,%
COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O,442494,,1804558,4.21,Inhibition,%
COc1cc2c(cc1OC)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2,442573,,1804558,-11.62,Inhibition,%
CCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)([O-])O[C@H]2[C@H]1OC(=O)CCC.[Na+],946720,,1804558,12.64,Inhibition,%
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,442756,,1804558,-3.43,Inhibition,%
Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,442943,Dactinomycin,1804558,20.86,Inhibition,%
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,443151,,1804558,31.96,Inhibition,%
CNC(=O)Oc1ccccc1OC(C)C,443153,,1804558,61.15,Inhibition,%
OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,443229,,1804558,-6.52,Inhibition,%
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,443286,Sitogluside,1804558,2.21,Inhibition,%
CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@]12C,443390,,1804558,-0.39,Inhibition,%
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,443445,,1804558,1.44,Inhibition,%
CN(C)CCc1ccc(O)cc1,443712,,1804558,-2.76,Inhibition,%
O=c1c(-c2ccc(O)cc2)coc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)ccc12,443776,,1804558,5.17,Inhibition,%
COc1cc(C[C@H]2c3cc(OC)c(OC)cc3CCN2C)c(Oc2cc3c(cc2OC)-c2c(OC)c(OC)cc4c2[C@H](C3)N(C)CC4)cc1OC,444135,,1804558,14.48,Inhibition,%
COC(=O)C1=CO[C@@H](O)[C@@H]2C(CO)=CC[C@H]12,444301,,1804558,-6.03,Inhibition,%
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,444750,Captopril,1804558,8.7,Inhibition,%
C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,445047,,1804558,0.78,Inhibition,%
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,445067,,1804558,1.51,Inhibition,%
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,445611,,1804558,21.78,Inhibition,%
CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,445916,,1804558,-5.54,Inhibition,%
O=C(O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=CC[C@H]12,446545,,1804558,-4.32,Inhibition,%
N#Cc1c(O)c2c(-c3ccc(-c4ccccc4O)cc3)csc2[nH]c1=O,446780,,1804558,-3.66,Inhibition,%
CN(C)C(=N)NCCC[C@H](N)C(=O)O,446789,,1804558,9.53,Inhibition,%
Cl.N=C(N)Nc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,1825706,,1804558,-2.74,Inhibition,%
Cn1c(N2CCCCS2(=O)=O)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,447077,,1804558,0.48,Inhibition,%
CN(C)C(=O)n1nnnc1Cc1ccc(-c2ccccc2)cc1,447268,,1804558,26.12,Inhibition,%
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1,447415,,1804558,-2.64,Inhibition,%
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,447450,,1804558,6.07,Inhibition,%
Oc1ccc(C[C@H]2NCCc3cc(O)c(O)cc32)cc1,447605,,1804558,-15.82,Inhibition,%
Oc1cc2c(cc1O)[C@H](Cc1cccc3ccccc13)NCC2,447608,,1804558,17.24,Inhibition,%
COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1,448668,,1804558,19.81,Inhibition,%
C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,448986,Acarbose,1804558,0.23,Inhibition,%
COc1cc2nc(N3CCC(N4CCCCC4)CC3)nc(NC3CCCCCC3)c2cc1OC,449222,,1804558,6.45,Inhibition,%
Cc1ccc(C23CNCC2C3)cc1.Cl,547888,Bicifadine HCl,1804558,-2.24,Inhibition,%
CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO,449953,,1804558,0.09,Inhibition,%
CC[C@H](CO)Nc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1,450493,,1804558,76.63,Inhibition,%
O=C(Nc1ccccc1)N1CCN(c2nc(-c3ccccc3)ns2)CC1,450555,,1804558,93.82,Inhibition,%
CC[C@H](CO)Nc1nc(Nc2cccc(-c3ccccn3)c2)c2ncn(C(C)C)c2n1,450640,,1804558,16.14,Inhibition,%
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,451341,,1804558,31.63,Inhibition,%
COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,451889,,1804558,9.65,Inhibition,%
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,451936,,1804558,32.89,Inhibition,%
C[C@H](NC[C@H](O)CP(=O)(O)Cc1ccccc1)c1ccc(Cl)c(Cl)c1,452198,,1804558,30.66,Inhibition,%
CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O,452239,,1804558,33.38,Inhibition,%
Cl.ClCCN(CCCl)CCCl,821527,,1804558,23.86,Inhibition,%
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,452533,,1804558,8.58,Inhibition,%
CCOC(N)=O,452538,,1804558,30.63,Inhibition,%
O=C(O)/C=C1\CCCc2ccccc2C1O,452628,,1804558,2.72,Inhibition,%
CN(c1ccccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,452650,,1804558,-4.92,Inhibition,%
Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],452773,,1804558,22.83,Inhibition,%
Nc1nc2cc(Cl)ccc2o1,452774,,1804558,5.71,Inhibition,%
Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,452952,,1804558,67.17,Inhibition,%
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC(=O)O2,453121,Testolactone,1804558,5.9,Inhibition,%
CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cnn[nH]4)cc3)c(F)c2)C(=O)O1,453275,Radezolid,1804558,-1.06,Inhibition,%
Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.O.[Na+],2197674,Dipyrone,1804558,-40.03,Inhibition,%
CC(C)(N)Cc1ccccc1.Cl,674863,,1804558,0.94,Inhibition,%
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,453548,Lacidipine,1804558,-1.68,Inhibition,%
OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,453578,Pentostatin,1804558,3.17,Inhibition,%
CC(C)(C)N.CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,674294,Perindopril Erbumine,1804558,0.47,Inhibition,%
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,453721,Piperacetazine,1804558,-6.36,Inhibition,%
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,453722,Pipobroman,1804558,-6.18,Inhibition,%
O=C(O)/C=C/CO,453775,,1804558,-3.03,Inhibition,%
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1.Cl,1027418,,1804558,-1.07,Inhibition,%
Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,453831,,1804558,-4.36,Inhibition,%
Cl.NC/C(=C/F)CCc1ccc(F)cc1,1378964,Mofegiline HCl,1804558,17.79,Inhibition,%
CCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],454015,Propatylnitrate,1804558,24.31,Inhibition,%
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,454070,Acetohexamide,1804558,-2.16,Inhibition,%
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,454141,,1804558,0.83,Inhibition,%
CC(C)NC[C@H](O)COc1cccc2ccccc12.Cl,547822,,1804558,5.19,Inhibition,%
NC(=O)NCCC[C@H](N)C(=O)O,454243,,1804558,-3.08,Inhibition,%
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,454250,,1804558,-8.78,Inhibition,%
Cl.Clc1ccc(CCCOCCCN2CCCCC2)cc1,2267090,Pitolisant hydrochloride,1804558,-7.2,Inhibition,%
CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,454374,,1804558,4.94,Inhibition,%
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1.[Na+],674994,Cephapirin Sodium,1804558,9.47,Inhibition,%
N#C[C@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,454509,,1804558,-4.61,Inhibition,%
O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12.[Na+].[Na+],674956,Cefonicid Sodium,1804558,8.92,Inhibition,%
CC1(C)CN2C(CS/C(=N\C3CCCCC3)NC3CCCCC3)=CSC2=N1,454523,,1804558,50.04,Inhibition,%
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,454576,Cephradine,1804558,-2.7,Inhibition,%
Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,454578,Ceftibuten,1804558,10.69,Inhibition,%
O=C(O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1,454742,,1804558,3.29,Inhibition,%
C[C@H]1CN(Cc2ccc(CC(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)CCN1,454842,Camicinal,1804558,7.96,Inhibition,%
CNC(=O)[C@@H](c1ccccc1)N1CCc2cc(OC)c(OC)cc2[C@@H]1CCc1ccc(C(F)(F)F)cc1,455140,,1804558,-4.8,Inhibition,%
CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccccc21,455243,Turofexorate Isopropyl,1804558,12.37,Inhibition,%
CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,455596,,1804558,3.16,Inhibition,%
CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1.Cl.Cl,780083,,1804558,60.06,Inhibition,%
C[C@@]12CC[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)O)[C@H]4CC[C@]3(CC1=O)C2,456370,,1804558,3.69,Inhibition,%
Oc1ccc2ccccc2c1SSc1c(O)ccc2ccccc12,456642,,1804558,5.22,Inhibition,%
COC(=O)/C=C/C(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,456710,,1804558,0.49,Inhibition,%
COc1cccc(OC)c1-c1cc(C(=O)NC2(C(=O)O)C3CC4CC(C3)CC2C4)nn1-c1ccnc2cc(Cl)ccc12,457258,,1804558,-0.76,Inhibition,%
COc1cccc(OC)c1-c1cc(C(=O)N[C@@H](CC(C)C)C(=O)O)nn1-c1ccnc2cc(Cl)ccc12,457260,,1804558,-9.88,Inhibition,%
CCCCc1ccc(O)cc1O,457521,,1804558,21.79,Inhibition,%
O=C(NCc1ccc2c(c1)OCO2)c1c(Cl)cccc1Cl,458254,,1804558,-13.92,Inhibition,%
CN1CCOC(c2ccccc2)c2ccccc2C1,458338,,1804558,-6.62,Inhibition,%
COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC,458489,,1804558,-8.65,Inhibition,%
CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,458729,Cefotetan,1804558,-0.75,Inhibition,%
CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,458773,Apremilast,1804558,5.54,Inhibition,%
N#Cc1ccc(COC[C@H]2O[C@@H](n3c(NCc4ccc(Cl)c(Cl)c4)nc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1,459088,,1804558,26.66,Inhibition,%
Oc1cc(O)cc(O)c1,459125,,1804558,-18.4,Inhibition,%
Oc1cccc(Nc2ncc(F)c(Nc3cccc(O)c3)n2)c1,459205,,1804558,1.89,Inhibition,%
c1cc(-c2sc(-c3ccncc3)c(-c3ccncc3)c2-c2ccncc2)ccn1,459217,,1804558,0.23,Inhibition,%
CC(C)c1cc(-c2ccc(F)c3ccccc23)nc(N)n1,459270,,1804558,-3.38,Inhibition,%
N#Cc1cc(CN2CCC(Nc3ncnc4sc(Cl)cc34)CC2)ccc1F.O=C(O)/C=C/C(=O)O,2335293,,1804558,2.37,Inhibition,%
COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,459679,Betrixaban,1804558,-1.76,Inhibition,%
Cc1nn(-c2ccccc2)c(C)c1/C=N/N1CCN(Cc2ccccc2)CC1,460024,,1804558,13.18,Inhibition,%
CCOc1cc(C(=O)Nc2ccc(Cl)c(-c3nc4ccccc4[nH]3)c2)cc(OCC)c1OCC,460025,,1804558,84.15,Inhibition,%
COc1cccc(CN(C(=O)CC(C)(C)C)[C@H]2C[C@@H](C(=O)N3CCNCC3)N(Cc3ccc4c(c3)OCO4)C2)c1,460089,,1804558,19.39,Inhibition,%
CCOc1ccc(Nc2nc(-c3c(C)nc4ccccn34)cs2)cc1,460093,,1804558,65.21,Inhibition,%
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,460144,,1804558,-2.0,Inhibition,%
CN(C)c1ccccc1CN1CCCN(Cc2ccccc2N(C)C)C1c1ccncc1,460159,,1804558,16.93,Inhibition,%
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,460466,Doripenem,1804558,21.78,Inhibition,%
CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1,460624,,1804558,1.74,Inhibition,%
COc1cc(Br)c(S(=O)(=O)Nc2ccc(C(F)(F)F)c(O[C@@H]3CCN(C)C3)c2)cc1OC,461020,,1804558,-3.86,Inhibition,%
CCC(=O)NC[C@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)N/C(C)=C\C(=O)c1ccc(C(F)(F)F)cc1,461024,,1804558,6.17,Inhibition,%
C[C@@H]([C@H](O)c1ccccc1)N(C)C,461442,,1804558,-7.69,Inhibition,%
CCC(=O)c1cc(-c2ccc(Cl)cc2)n(-c2ccc(S(N)(=O)=O)cc2)c1C,461464,,1804558,0.89,Inhibition,%
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,462002,,1804558,3.96,Inhibition,%
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=CC[C@H]12,462785,,1804558,3.73,Inhibition,%
CC1(C)O[C@H]2CC(=O)OC[C@@]23[C@H]1CC(=O)[C@]1(C)[C@@H]3CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321,463229,,1804558,-1.4,Inhibition,%
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@]4(C)[C@H]5C[C@@H](O)[C@]6(C)[C@@H](C7=CC(=O)OC7)CC[C@]6(O)[C@@H]5CC[C@@H]4C3)O[C@@H]2C)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](C)O1,465356,Deslanoside,1804558,44.37,Inhibition,%
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,466130,,1804558,5.19,Inhibition,%
O=c1oc2cc(O)ccc2s1,468021,,1804558,12.24,Inhibition,%
CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,468592,,1804558,3.78,Inhibition,%
FC(F)(F)c1ccc(N2CCNCC2)nc1Cl,468657,,1804558,-6.01,Inhibition,%
CC(C)Cc1sc(N)nc1-c1ccc(P(=O)(O)O)o1,468830,,1804558,-2.54,Inhibition,%
Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,469217,Folic Acid,1804558,2.02,Inhibition,%
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,469313,,1804558,0.48,Inhibition,%
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3cccc(O)c32)cc1,469362,,1804558,29.02,Inhibition,%
O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,469607,,1804558,7.45,Inhibition,%
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1.Cl.O,674541,,1804558,-10.64,Inhibition,%
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,469690,,1804558,5.73,Inhibition,%
COc1ccc(C(=O)c2ccccc2)c(O)c1,469732,Oxybenzone,1804558,1.97,Inhibition,%
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O,674746,Clemastine Fumarate,1804558,-10.71,Inhibition,%
CN1CCN(c2cc(-c3ccccc3)nc(N)n2)CC1,469880,,1804558,-0.38,Inhibition,%
C/C(=N\NC(=O)[C@@H]1C(=O)NC[C@H]1c1ccccc1)c1cccc(Br)c1,470490,,1804558,-2.16,Inhibition,%
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,470511,Pictilisib,1804558,78.59,Inhibition,%
CC(C)NC[C@@H](O)c1ccc(O)c(O)c1,471177,,1804558,-8.97,Inhibition,%
Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,471459,Vipadenant,1804558,36.83,Inhibition,%
CCCCCCc1ccc(O)cc1O,471514,,1804558,9.12,Inhibition,%
[N-]=[N+]=N[C@]1(CO)O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,472161,,1804558,12.96,Inhibition,%
NCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,473110,,1804558,92.56,Inhibition,%
O=C(O)c1ccccc1Nc1ccc(CCc2ccc(Cl)c(Cl)c2)cc1,473712,,1804558,3.1,Inhibition,%
O/N=C/c1ccc(-c2ccc(O)c(F)c2)c(Cl)c1O,473853,,1804558,1.04,Inhibition,%
C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C,474440,,1804558,-5.08,Inhibition,%
Oc1ccc2ccccc2c1Cc1c(O)ccc2ccccc12,474468,,1804558,11.38,Inhibition,%
CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,474534,,1804558,50.55,Inhibition,%
CC(=O)C1=C(O)[C@@H]2[C@H]3c4c[nH]c5cccc(c45)C[C@H]3C(C)(C)N2C1=O,474535,,1804558,0.89,Inhibition,%
CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,474601,Odanacatib,1804558,3.39,Inhibition,%
CC1(N2CCC(n3c([C@@H]4CCCNC4)nc4ccccc43)CC2)CCCCCCC1,474713,,1804558,11.1,Inhibition,%
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,475734,,1804558,-2.17,Inhibition,%
CC(C)(C)c1ccc(-c2nc3c(N4CCN(Cc5ccc6nccnc6c5)CC4)cccc3[nH]2)cc1,476356,,1804558,77.13,Inhibition,%
